chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr9	96200001	96225000	chr9	95650001	96225000	575000	25000	8.965217391304348	96.0%	0.026	2.9230215694050115	0.027	2.9230215694050115	8.965217391304348	5155	2.4761281385057634	7118.868398204069
chr8	100930001	100950000	chr8	100930001	101245000	315000	20000	15.77777777777778	97.0%	0.015	2.917462847175867	0.016	2.917462847175867	15.777777777777779	3976	2.4251229172342152	2444.523900572089
chr3	136060001	136090000	chr3	136060001	137125000	1065000	30000	5.257433489827856	96.0%	0.064	2.917171602557868	0.068	2.9171716025578682	5.257433489827856	6719	3.1229234905344128	23946.57732541788
chr10	23980001	24005000	chr10	23980001	24565000	585000	25000	9.468376068376068	97.0%	0.038	2.9130299482578628	0.041	2.9130299482578628	9.468376068376068	5539	2.713124516680151	7935.889211289443
chr2	57890001	57915000	chr2	57890001	58790000	900000	25000	10.774444444444445	95.0%	0.017	2.911162508125261	0.018	2.911162508125261	10.774444444444445	9697	4.306883681596139	19380.976567182624
chr1	115755001	115775000	chr1	115445001	115775000	330000	20000	15.526515151515152	95.0%	0.034	2.9088316674684256	0.038	2.9088316674684256	15.526515151515152	4099	2.5072200072008237	2647.62432760407
chr9	120925001	120950000	chr9	120755001	120950000	195000	25000	24.769230769230766	98.0%	0.016	2.908793655255537	0.018	2.908793655255537	24.76923076923077	4830	2.8900684580732783	2817.8167466214463
chr1	230625001	230645000	chr1	230625001	230795000	170000	20000	26.38235294117647	97.0%	0.017	2.905188871436895	0.019	2.905188871436895	26.38235294117647	3588	2.6064885826064996	1417.9297889379359
chr13	59665001	59685000	chr13	59350001	59685000	335000	20000	14.462686567164178	96.0%	0.064	2.9027968396977224	0.066	2.9027968396977224	14.462686567164178	3876	2.7523351231368376	2950.50325200269
chr1	175290001	175320000	chr1	175150001	175320000	170000	30000	29.303921568627448	97.0%	0.0315	2.897249539357107	0.0325	2.897249539357107	29.30392156862745	5978	2.6824938558690916	3283.372479583768
chr19	42435001	42460000	chr19	42435001	42610000	175000	25000	24.14857142857143	95.0%	0.026	2.895630721607557	0.029	2.895630721607557	24.14857142857143	4226	2.4442841566499776	2138.74863706873
chr10	69375001	69400000	chr10	69085001	69400000	315000	25000	16.45079365079365	96.0%	0.021	2.8916673863387707	0.023	2.8916673863387707	16.45079365079365	5182	2.0260012585668785	3190.9519822428338
chr18	23390001	23415000	chr18	22795001	23415000	620000	25000	8.95483870967742	95.0%	0.0345	2.884945519224335	0.036	2.884945519224335	8.95483870967742	5552	2.764397311863219	8569.631666775978
chr1	219565001	219585000	chr1	219565001	219820000	255000	20000	17.38235294117647	97.0%	0.029	2.88474064782593	0.031	2.88474064782593	17.38235294117647	3546	2.6219953241228566	2139.548184484251
chr1	199670001	199690000	chr1	199670001	200310000	640000	20000	8.2578125	97.0%	0.044	2.882852778772637	0.045	2.882852778772637	8.2578125	4228	3.2153733223173973	6585.08456410603
chr19	48575001	48595000	chr19	48315001	48595000	280000	20000	14.620535714285714	95.0%	0.033	2.881449087996657	0.035	2.881449087996657	14.620535714285714	3275	1.9561740456483085	1752.7319449008844
chr2	231400001	231420000	chr2	231060001	231420000	360000	20000	14.20486111111111	96.0%	0.0195	2.878518682631305	0.0215	2.878518682631305	14.20486111111111	4091	2.1071060348562165	2427.3861521543613
chr4	39460001	39480000	chr4	39460001	39850000	390000	20000	12.461538461538462	97.0%	0.026	2.8764656545603047	0.028	2.8764656545603047	12.461538461538462	3888	2.0460612756359398	2553.4844719936527
chr2	182060001	182080000	chr2	181720001	182080000	360000	20000	15.76388888888889	97.0%	0.0205	2.873303986885229	0.023	2.873303986885229	15.76388888888889	4540	2.3344085661595244	2689.238668215772
chr15	66845001	66865000	chr15	66590001	66865000	275000	20000	15.522727272727272	95.0%	0.035	2.866775997784375	0.037	2.866775997784375	15.522727272727273	3415	2.6139703016129556	2300.293865419401
chr3	45195001	45215000	chr3	45030001	45215000	185000	20000	24.83783783783784	97.0%	0.026	2.862983326788141	0.028	2.862983326788141	24.83783783783784	3676	2.258110503603997	1336.8014181335661
chr3	37440001	37460000	chr3	37440001	37815000	375000	20000	14.603333333333332	97.0%	0.028	2.861698679144128	0.029	2.861698679144128	14.603333333333333	4381	2.698193639467422	3237.832367360906
chr2	168950001	168970000	chr2	168950001	169145000	195000	20000	25.23076923076923	99.0%	0.03	2.859647956432933	0.034	2.859647956432933	25.23076923076923	3936	2.4874507212908656	1552.1692500855002
chr1	93430001	93450000	chr1	93430001	93875000	445000	20000	10.353932584269662	95.0%	0.062	2.858008457618155	0.065	2.858008457618155	10.353932584269662	3686	3.0125916032218867	4289.930442987967
chr7	12060001	12080000	chr7	12060001	12495000	435000	20000	13.385057471264368	95.0%	0.032	2.8548513162784133	0.035	2.8548513162784133	13.385057471264368	4658	3.0903364640331046	4301.7483579340815
chr20	22690001	22710000	chr20	22690001	23250000	560000	20000	9.361607142857142	97.0%	0.0535	2.8444857222027973	0.055999999999999994	2.8444857222027973	9.361607142857142	4194	2.933981207005825	5257.694322954439
chr1	240020001	240040000	chr1	240020001	240185000	165000	20000	25.51515151515152	97.0%	0.03	2.843567828385973	0.034	2.843567828385973	25.515151515151516	3368	2.390351285645599	1262.1054788208762
chr11	40110001	40130000	chr11	39350001	40130000	780000	20000	7.076923076923077	95.0%	0.026	2.8335661356507527	0.028499999999999998	2.8335661356507527	7.076923076923077	4416	2.9561839723077603	7378.635194880169
chr8	100830001	100850000	chr8	100830001	101310000	480000	20000	10.713541666666666	95.0%	0.026	2.8292453047590502	0.028	2.8292453047590502	10.713541666666666	4114	2.4643052353649124	3785.1728415205052
chr2	158885001	158910000	chr2	158885001	159300000	415000	25000	12.718072289156629	98.0%	0.025	2.826041631941446	0.026	2.826041631941446	12.718072289156627	5278	2.0593530495264782	4273.1575777674425
chr1	62735001	62755000	chr1	62375001	62755000	380000	20000	12.470394736842104	95.0%	0.045	2.8230196681094406	0.05	2.8230196681094406	12.470394736842104	3791	2.51878259306288	3062.839633164462
chr12	10125001	10145000	chr12	9730001	10145000	415000	20000	12.13855421686747	95.0%	0.03	2.8199728542762648	0.033	2.8199728542762648	12.13855421686747	4030	2.268278803594852	3012.2742511739634
chr16	84470001	84495000	chr16	84070001	84495000	425000	25000	10.957647058823529	95.0%	0.037	2.8180509943352234	0.039	2.8180509943352234	10.957647058823529	4657	2.4052228940669798	5111.098649892332
chr20	40935001	40960000	chr20	40710001	40960000	250000	25000	18.176	98.0%	0.0245	2.814336064395852	0.025500000000000002	2.814336064395852	18.176	4544	2.3284256708061126	2910.5320885076408
chr12	27415001	27450000	chr12	27415001	27715000	300000	35000	18.257142857142856	96.0%	0.048	2.8135214181225865	0.0505	2.8135214181225865	18.257142857142856	7668	2.8425928736806045	8357.223048620977
chr16	55835001	55855000	chr16	55395001	55855000	460000	20000	9.75824175824176	95.0%	0.0424999999999999	2.8126803694548563	0.0445	2.8126803694548563	9.652173913043478	3552	2.531362829550227	3726.166085097934
chr14	58630001	58650000	chr14	58630001	59060000	430000	20000	11.44767441860465	96.0%	0.062	2.8117679212215623	0.067	2.8117679212215623	11.44767441860465	3938	3.322125920665978	4571.245266836386
chr11	78635001	78655000	chr11	78635001	79105000	470000	20000	10.11968085106383	95.0%	0.036	2.8109730652290925	0.038	2.8109730652290925	10.11968085106383	3805	2.0990151919614224	3156.918848709979
chr3	122665001	122685000	chr3	122385001	122685000	300000	20000	15.5625	97.0%	0.0144999999999999	2.8092412453602	0.015	2.8092412453601994	15.5625	3735	2.3262681591359384	2233.217432770501
chr1	98450001	98470000	chr1	97810001	98470000	660000	20000	9.026515151515152	96.0%	0.0435	2.804806503049809	0.047	2.804806503049809	9.026515151515152	4766	3.9897780665759313	8426.411276608367
chr8	48910001	48935000	chr8	48120001	48935000	815000	25000	6.6355828220858895	95.0%	0.034	2.7975581001704817	0.036	2.7975581001704817	6.6355828220858895	5408	3.2966996056438482	13434.05089299868
chr9	20620001	20640000	chr9	20620001	21080000	460000	20000	10.459239130434783	96.0%	0.0645	2.796335476157686	0.069	2.7963354761576866	10.459239130434783	3849	2.7628877615799876	4066.9707850457416
chr4	86910001	86930000	chr4	86910001	87155000	245000	20000	19.34183673469388	97.0%	0.012	2.795168815344709	0.013	2.795168815344709	19.341836734693878	3791	2.2477625833623516	1762.2458653560836
chr2	234125001	234145000	chr2	234125001	234540000	415000	20000	12.852409638554215	96.0%	0.023	2.787055343368597	0.026	2.787055343368597	12.852409638554217	4267	2.551126508255002	3387.896002962643
chr3	127955001	127975000	chr3	127555001	127975000	420000	20000	13.139880952380953	95.0%	0.0195	2.7853128315309843	0.02	2.7853128315309843	13.139880952380953	4415	2.419056020355202	3251.2112913573915
chr13	21460001	21485000	chr13	21115001	21485000	370000	25000	12.248648648648649	97.0%	0.026	2.784465588747921	0.0275	2.7844655887479215	12.248648648648649	4532	2.364603954244724	4374.517315352739
chr16	68210001	68230000	chr16	67920001	68230000	310000	20000	16.786290322580644	95.0%	0.03	2.777959319325946	0.032	2.7779593193259466	16.786290322580644	4163	2.398329518059565	2379.1428819150883
chr3	158765001	158800000	chr3	158530001	158800000	270000	35000	19.1957671957672	95.0%	0.0295	2.776779156129833	0.0315	2.776779156129833	19.195767195767196	7256	2.1132410628173757	5591.635852214777
chr5	168260001	168280000	chr5	168260001	168495000	235000	20000	19.19148936170213	98.0%	0.029	2.773469281453194	0.033	2.773469281453194	19.19148936170213	3608	2.16327736341983	1626.7845772917124
chr9	114890001	114910000	chr9	114720001	114910000	190000	20000	26.06578947368421	98.0%	0.013	2.765108782365879	0.014	2.765108782365879	26.06578947368421	3962	3.5101771763632383	2134.187723228849
chr8	42125001	42150000	chr8	41935001	42150000	215000	25000	21.074418604651164	97.0%	0.011	2.764644837977744	0.013	2.7646448379777437	21.074418604651164	4531	2.076123507799842	2231.83277088483
chr11	63465001	63485000	chr11	63465001	63740000	275000	20000	17.427272727272726	96.0%	0.017	2.7503431343753846	0.019	2.7503431343753846	17.427272727272726	3834	2.333093465811288	2053.1222499139335
chr1	160940001	160975000	chr1	160615001	160975000	360000	35000	14.01190476190476	95.0%	0.0245	2.7496460381467585	0.0275	2.7496460381467585	14.011904761904763	7062	2.4034853414544166	8479.496284651183
chr4	107890001	107915000	chr4	107740001	107915000	175000	25000	29.880000000000003	98.0%	0.002	2.7488443911862923	0.002	2.7488443911862923	29.88	5229	2.746987394478176	2403.613970168404
chr9	136480001	136500000	chr9	136480001	136725000	245000	20000	15.214285714285714	95.0%	0.03	2.7480712602120776	0.034	2.7480712602120776	15.214285714285714	2982	1.9338971210637457	1516.1753429139767
chr4	147845001	147875000	chr4	147580001	147875000	295000	30000	18.161016949152543	96.0%	0.057	2.745164375526494	0.062	2.745164375526494	18.161016949152543	6429	2.2590230956234825	4798.165055104277
chr3	42245001	42260000	chr3	42245001	42555000	310000	15000	17.49462365591398	98.0%	0.0289999999999999	2.7447197898335216	0.033	2.7447197898335216	17.49462365591398	3254	3.158633268463332	1762.5173638025392
chr7	80685001	80705000	chr7	80685001	81450000	765000	20000	7.34313725490196	95.0%	0.042	2.743642431043092	0.044	2.7436424310430914	7.3431372549019605	4494	3.194927798046309	7821.183249617364
chr3	152430001	152455000	chr3	152030001	152455000	425000	25000	12.616470588235297	98.0%	0.025	2.7425083883569137	0.028	2.7425083883569137	12.616470588235295	5362	2.4725442093864105	5254.156444946122
chr4	9095001	9130000	chr4	8930001	9130000	200000	35000	18.735714285714288	97.0%	0.0095	2.7423587334068253	0.009999999999999998	2.7423587334068253	18.735714285714284	5246	1.4869798454998304	2914.4804971796675
chr15	30655001	30675000	chr15	30655001	31575000	920000	20000	4.320652173913044	95.0%	0.033	2.741629419933568	0.035	2.7416294199335676	4.320652173913044	3180	2.2165147846430866	6525.419525989247
chr13	75685001	75705000	chr13	75685001	75870000	185000	20000	23.054054054054053	99.0%	0.023	2.73875011592356	0.026	2.7387501159235597	23.054054054054053	3412	2.441202663550741	1445.1919768220387
chr2	200445001	200480000	chr2	200000001	200480000	480000	35000	12.897321428571429	95.0%	0.026	2.735173551975735	0.0275	2.735173551975735	12.897321428571429	8667	2.392638102470794	11254.969634022615
chr7	44580001	44600000	chr7	44580001	44955000	375000	20000	12.713333333333331	96.0%	0.036	2.73176709421575	0.039	2.73176709421575	12.713333333333333	3814	2.3840071072215765	2860.808528665892
chr7	6310001	6330000	chr7	6105001	6330000	225000	20000	20.28333333333333	98.0%	0.016	2.729460970409216	0.017	2.729460970409216	20.283333333333335	3651	2.1916555107521787	1577.9919677415687
chr10	70345001	70370000	chr10	70105001	70370000	265000	25000	18.89433962264151	96.0%	0.027	2.728835141108921	0.028	2.728835141108921	18.89433962264151	5007	2.3234992758520865	3078.6365405040146
chr7	134935001	134955000	chr7	134620001	134955000	335000	20000	15.57462686567164	97.0%	0.056	2.723798619853882	0.059	2.723798619853882	15.574626865671641	4174	2.810666795045396	3013.0348042886644
chr3	13890001	13910000	chr3	13890001	14260000	370000	20000	13.800675675675675	96.0%	0.037	2.7174886407563386	0.0405	2.7174886407563386	13.800675675675675	4085	2.321437672339813	2748.582204050339
chr9	14755001	14775000	chr9	14435001	14775000	340000	20000	14.169117647058824	96.0%	0.0745	2.716426283858957	0.076	2.7164262838589575	14.169117647058824	3854	2.7348821666550545	2975.5517973206993
chr13	27370001	27400000	chr13	27370001	27830000	460000	30000	10.617753623188406	96.0%	0.0365	2.7080237881584086	0.0395	2.7080237881584086	10.617753623188406	5861	2.3514058114282195	7787.856047450263
chr3	52730001	52750000	chr3	52730001	53080000	350000	20000	14.6	97.0%	0.023	2.70625368636222	0.0265	2.7062536863622197	14.6	4088	1.953919741074312	2188.3901100032294
chr5	150550001	150570000	chr5	150550001	150850000	300000	20000	17.425	98.0%	0.016	2.702844757080773	0.017	2.7028447570807734	17.425	4182	2.273357370442319	2182.423075624626
chr15	65255001	65290000	chr15	65020001	65290000	270000	35000	17.653439153439155	95.0%	0.0335	2.6993967006470982	0.036000000000000004	2.6993967006470982	17.65343915343915	6673	2.0863856516614594	5520.576434296221
chr21	35385001	35405000	chr21	34690001	35405000	715000	20000	7.555944055944056	95.0%	0.037	2.694550497110094	0.04	2.694550497110094	7.555944055944056	4322	4.721986851582319	10803.905916420345
chr1	20520001	20540000	chr1	20520001	20690000	170000	20000	27.97058823529412	97.0%	0.0285	2.692927615200128	0.032	2.6929276152001282	27.970588235294116	3804	2.270196553858885	1234.9869252992335
chr14	67415001	67440000	chr14	67415001	67710000	295000	25000	16.0135593220339	98.0%	0.033	2.691783260779434	0.035	2.691783260779434	16.0135593220339	4724	2.3449748634501675	3458.837923588997
chr14	24800001	24825000	chr14	24800001	25050000	250000	25000	19.148	98.0%	0.0455	2.688335636436558	0.05	2.688335636436558	19.148	4787	2.989639555193425	3737.049443991781
chr1	211640001	211670000	chr1	211275001	211670000	395000	30000	12.829113924050631	96.0%	0.019	2.6846503083250406	0.02	2.6846503083250406	12.829113924050633	6081	2.0017368107318707	5692.939489721441
chr12	54935001	54970000	chr12	54695001	54970000	275000	35000	19.342857142857145	95.0%	0.022	2.682076163574945	0.025	2.6820761635749455	19.34285714285714	7447	2.6381349506277125	7109.773691941686
chr1	24815001	24830000	chr1	24495001	24830000	335000	15000	15.91542288557214	96.0%	0.024	2.6818465417348434	0.026	2.6818465417348434	15.91542288557214	3199	2.435452467095455	1468.5778376585592
chr3	99825001	99845000	chr3	99825001	100645000	820000	20000	7.29420731707317	95.0%	0.032	2.6800396820712544	0.0335	2.6800396820712544	7.2942073170731705	4785	2.846358423437328	7468.844503099548
chr8	118730001	118750000	chr8	118730001	119420000	690000	20000	8.603260869565217	95.0%	0.039	2.6790838261567207	0.042499999999999996	2.6790838261567207	8.603260869565217	4749	2.889352942794872	6379.691297691077
chr3	65775001	65800000	chr3	65775001	66230000	455000	25000	11.448351648351649	97.0%	0.026	2.6779697225634798	0.027	2.6779697225634793	11.448351648351649	5209	2.6078545421740547	5932.869083445974
chr3	111945001	111975000	chr3	111660001	111975000	315000	30000	18.29100529100529	96.0%	0.016	2.675273081081415	0.017	2.675273081081415	18.29100529100529	6914	2.7328030017583314	6197.997207987895
chr12	6270001	6290000	chr12	6045001	6290000	245000	20000	16.78061224489796	96.0%	0.018	2.674257968555034	0.021	2.674257968555034	16.78061224489796	3289	2.1245377479615346	1665.6375944018432
chr7	16105001	16125000	chr7	16105001	16810000	705000	20000	8.792553191489361	96.0%	0.043	2.6735527542995032	0.048	2.6735527542995032	8.792553191489361	4959	3.6313965902288237	8192.430707556226
chr19	10705001	10725000	chr19	10705001	10865000	160000	20000	24.796875	95.0%	0.025	2.66904031543949	0.028	2.66904031543949	24.796875	3174	2.135764357329138	1093.5113509525186
chr17	67675001	67695000	chr17	67480001	67695000	215000	20000	20.41860465116279	95.0%	0.026	2.6680506783860034	0.029	2.6680506783860034	20.41860465116279	3512	2.1152391264722104	1455.2845190128808
